Mod:Item:MetaData, Localized Name
Forestry:resourceStorage:1, Block of Copper
Forestry:resourceStorage:2, Block of Tin
Forestry:resourceStorage:3, Block of Bronze
Forestry:fluid.bioethanol, Ethanol
Forestry:fluid.biomass, Biomass
Forestry:fluid.glass, Liquid Glass
Forestry:fluid.honey, Honey
Forestry:fluid.ice, Crushed Ice
Forestry:fluid.juice, Fruit Juice
Forestry:fluid.seedoil, Seed Oil
Forestry:fluid.short.mead, Short Mead
Forestry:fluid.mead, Mead
Forestry:apiculture:0, Apiary
Forestry:apiculture:2, Bee House
Forestry:apicultureChest:0, Apiarist's Chest
Forestry:beehives:1, Forest Hive
Forestry:beehives:2, Meadows Hive
Forestry:beehives:3, Modest Hive
Forestry:beehives:4, Tropical Hive
Forestry:beehives:6, Wintry Hive
Forestry:beehives:7, Marshy Hive
Forestry:candle:0, Unlit Candle
Forestry:stump:0, Candle Stump
Forestry:alveary:0, Alveary
Forestry:alveary:2, Swarmer
Forestry:alveary:3, Alveary Fan
Forestry:alveary:4, Alveary Heater
Forestry:alveary:5, Alveary Hygroregulator
Forestry:alveary:6, Alveary Stabiliser
Forestry:alveary:7, Alveary Sieve
Forestry:logs:0, Larch Wood
Forestry:logs:1, Teak Wood
Forestry:logs:2, Desert Acacia Wood
Forestry:logs:3, Lime Wood
Forestry:logs:4, Chestnut Wood
Forestry:logs:5, Wenge Wood
Forestry:logs:6, Baobab Wood
Forestry:logs:7, Sequoia Wood
Forestry:logs:8, Kapok Wood
Forestry:logs:9, Ebony Wood
Forestry:logs:10, Mahogany Wood
Forestry:logs:11, Balsa Wood
Forestry:logs:12, Willow Wood
Forestry:logs:13, Walnut Wood
Forestry:logs:14, Greenheart Wood
Forestry:logs:15, Cherry Wood
Forestry:logs:16, Mahoe Wood
Forestry:logs:17, Poplar Wood
Forestry:logs:18, Palm Wood
Forestry:logs:19, Papaya Wood
Forestry:logs:20, Pine Wood
Forestry:logs:21, Plum Wood
Forestry:logs:22, Maple Wood
Forestry:logs:23, Citrus Wood
Forestry:logs:24, Giant Sequoia Wood
Forestry:logs:25, Ipe Wood
Forestry:logs:26, Padauk Wood
Forestry:logs:27, Cocobolo Wood
Forestry:logs:28, Zebrawood Wood
Forestry:planks:0, Larch Wood Planks
Forestry:planks:1, Teak Wood Planks
Forestry:planks:2, Desert Acacia Wood Planks
Forestry:planks:3, Lime Wood Planks
Forestry:planks:4, Chestnut Wood Planks
Forestry:planks:5, Wenge Wood Planks
Forestry:planks:6, Baobab Wood Planks
Forestry:planks:7, Sequoia Wood Planks
Forestry:planks:8, Kapok Wood Planks
Forestry:planks:9, Ebony Wood Planks
Forestry:planks:10, Mahogany Wood Planks
Forestry:planks:11, Balsa Wood Planks
Forestry:planks:12, Willow Wood Planks
Forestry:planks:13, Walnut Wood Planks
Forestry:planks:14, Greenheart Wood Planks
Forestry:planks:15, Cherry Wood Planks
Forestry:planks:16, Mahoe Wood Planks
Forestry:planks:17, Poplar Wood Planks
Forestry:planks:18, Palm Wood Planks
Forestry:planks:19, Papaya Wood Planks
Forestry:planks:20, Pine Wood Planks
Forestry:planks:21, Plum Wood Planks
Forestry:planks:22, Maple Wood Planks
Forestry:planks:23, Citrus Wood Planks
Forestry:planks:24, Giant Sequoia Wood Planks
Forestry:planks:25, Ipe Wood Planks
Forestry:planks:26, Padauk Wood Planks
Forestry:planks:27, Cocobolo Wood Planks
Forestry:planks:28, Zebrawood Wood Planks
Forestry:slabs:0, Larch Wood Slab
Forestry:slabs:1, Teak Wood Slab
Forestry:slabs:2, Desert Acacia Wood Slab
Forestry:slabs:3, Lime Wood Slab
Forestry:slabs:4, Chestnut Wood Slab
Forestry:slabs:5, Wenge Wood Slab
Forestry:slabs:6, Baobab Wood Slab
Forestry:slabs:7, Sequoia Wood Slab
Forestry:slabs:8, Kapok Wood Slab
Forestry:slabs:9, Ebony Wood Slab
Forestry:slabs:10, Mahogany Wood Slab
Forestry:slabs:11, Balsa Wood Slab
Forestry:slabs:12, Willow Wood Slab
Forestry:slabs:13, Walnut Wood Slab
Forestry:slabs:14, Greenheart Wood Slab
Forestry:slabs:15, Cherry Wood Slab
Forestry:slabs:16, Mahoe Wood Slab
Forestry:slabs:17, Poplar Wood Slab
Forestry:slabs:18, Palm Wood Slab
Forestry:slabs:19, Papaya Wood Slab
Forestry:slabs:20, Pine Wood Slab
Forestry:slabs:21, Plum Wood Slab
Forestry:slabs:22, Maple Wood Slab
Forestry:slabs:23, Citrus Wood Slab
Forestry:slabs:24, Giant Sequoia Wood Slab
Forestry:slabs:25, Ipe Wood Slab
Forestry:slabs:26, Padauk Wood Slab
Forestry:slabs:27, Cocobolo Wood Slab
Forestry:slabs:28, Zebrawood Wood Slab
Forestry:fences:0, Larch Fence
Forestry:fences:1, Teak Fence
Forestry:fences:2, Desert Acacia Fence
Forestry:fences:3, Lime Fence
Forestry:fences:4, Chestnut Fence
Forestry:fences:5, Wenge Fence
Forestry:fences:6, Baobab Fence
Forestry:fences:7, Sequoia Fence
Forestry:fences:8, Kapok Fence
Forestry:fences:9, Ebony Fence
Forestry:fences:10, Mahogany Fence
Forestry:fences:11, Balsa Fence
Forestry:fences:12, Willow Fence
Forestry:fences:13, Walnut Fence
Forestry:fences:14, Greenheart Fence
Forestry:fences:15, Cherry Fence
Forestry:fences:16, Mahoe Fence
Forestry:fences:17, Poplar Fence
Forestry:fences:18, Palm Fence
Forestry:fences:19, Papaya Fence
Forestry:fences:20, Pine Fence
Forestry:fences:21, Plum Fence
Forestry:fences:22, Maple Fence
Forestry:fences:23, Citrus Fence
Forestry:fences:24, Giant Sequoia Fence
Forestry:fences:25, Ipe Fence
Forestry:fences:26, Padauk Fence
Forestry:fences:27, Cocobolo Fence
Forestry:fences:28, Zebrawood Fence
Forestry:stairs:0, Larch Stairs
Forestry:stairs:1, Teak Stairs
Forestry:stairs:2, Desert Acacia Stairs
Forestry:stairs:3, Lime Stairs
Forestry:stairs:4, Chestnut Stairs
Forestry:stairs:5, Wenge Stairs
Forestry:stairs:6, Baobab Stairs
Forestry:stairs:7, Sequoia Stairs
Forestry:stairs:8, Kapok Stairs
Forestry:stairs:9, Ebony Stairs
Forestry:stairs:10, Mahogany Stairs
Forestry:stairs:11, Balsa Stairs
Forestry:stairs:12, Willow Stairs
Forestry:stairs:13, Walnut Stairs
Forestry:stairs:14, Greenheart Stairs
Forestry:stairs:15, Cherry Stairs
Forestry:stairs:16, Mahoe Stairs
Forestry:stairs:17, Poplar Stairs
Forestry:stairs:18, Palm Stairs
Forestry:stairs:19, Papaya Stairs
Forestry:stairs:20, Pine Stairs
Forestry:stairs:21, Plum Stairs
Forestry:stairs:22, Maple Stairs
Forestry:stairs:23, Citrus Stairs
Forestry:stairs:24, Giant Sequoia Stairs
Forestry:stairs:25, Ipe Stairs
Forestry:stairs:26, Padauk Stairs
Forestry:stairs:27, Cocobolo Stairs
Forestry:stairs:28, Zebrawood Stairs
Forestry:logsFireproof:0, Larch Wood (Fireproof)
Forestry:logsFireproof:1, Teak Wood (Fireproof)
Forestry:logsFireproof:2, Desert Acacia Wood (Fireproof)
Forestry:logsFireproof:3, Lime Wood (Fireproof)
Forestry:logsFireproof:4, Chestnut Wood (Fireproof)
Forestry:logsFireproof:5, Wenge Wood (Fireproof)
Forestry:logsFireproof:6, Baobab Wood (Fireproof)
Forestry:logsFireproof:7, Sequoia Wood (Fireproof)
Forestry:logsFireproof:8, Kapok Wood (Fireproof)
Forestry:logsFireproof:9, Ebony Wood (Fireproof)
Forestry:logsFireproof:10, Mahogany Wood (Fireproof)
Forestry:logsFireproof:11, Balsa Wood (Fireproof)
Forestry:logsFireproof:12, Willow Wood (Fireproof)
Forestry:logsFireproof:13, Walnut Wood (Fireproof)
Forestry:logsFireproof:14, Greenheart Wood (Fireproof)
Forestry:logsFireproof:15, Cherry Wood (Fireproof)
Forestry:logsFireproof:16, Mahoe Wood (Fireproof)
Forestry:logsFireproof:17, Poplar Wood (Fireproof)
Forestry:logsFireproof:18, Palm Wood (Fireproof)
Forestry:logsFireproof:19, Papaya Wood (Fireproof)
Forestry:logsFireproof:20, Pine Wood (Fireproof)
Forestry:logsFireproof:21, Plum Wood (Fireproof)
Forestry:logsFireproof:22, Maple Wood (Fireproof)
Forestry:logsFireproof:23, Citrus Wood (Fireproof)
Forestry:logsFireproof:24, Giant Sequoia Wood (Fireproof)
Forestry:logsFireproof:25, Ipe Wood (Fireproof)
Forestry:logsFireproof:26, Padauk Wood (Fireproof)
Forestry:logsFireproof:27, Cocobolo Wood (Fireproof)
Forestry:logsFireproof:28, Zebrawood Wood (Fireproof)
Forestry:planksFireproof:0, Larch Wood Planks (Fireproof)
Forestry:planksFireproof:1, Teak Wood Planks (Fireproof)
Forestry:planksFireproof:2, Desert Acacia Wood Planks (Fireproof)
Forestry:planksFireproof:3, Lime Wood Planks (Fireproof)
Forestry:planksFireproof:4, Chestnut Wood Planks (Fireproof)
Forestry:planksFireproof:5, Wenge Wood Planks (Fireproof)
Forestry:planksFireproof:6, Baobab Wood Planks (Fireproof)
Forestry:planksFireproof:7, Sequoia Wood Planks (Fireproof)
Forestry:planksFireproof:8, Kapok Wood Planks (Fireproof)
Forestry:planksFireproof:9, Ebony Wood Planks (Fireproof)
Forestry:planksFireproof:10, Mahogany Wood Planks (Fireproof)
Forestry:planksFireproof:11, Balsa Wood Planks (Fireproof)
Forestry:planksFireproof:12, Willow Wood Planks (Fireproof)
Forestry:planksFireproof:13, Walnut Wood Planks (Fireproof)
Forestry:planksFireproof:14, Greenheart Wood Planks (Fireproof)
Forestry:planksFireproof:15, Cherry Wood Planks (Fireproof)
Forestry:planksFireproof:16, Mahoe Wood Planks (Fireproof)
Forestry:planksFireproof:17, Poplar Wood Planks (Fireproof)
Forestry:planksFireproof:18, Palm Wood Planks (Fireproof)
Forestry:planksFireproof:19, Papaya Wood Planks (Fireproof)
Forestry:planksFireproof:20, Pine Wood Planks (Fireproof)
Forestry:planksFireproof:21, Plum Wood Planks (Fireproof)
Forestry:planksFireproof:22, Maple Wood Planks (Fireproof)
Forestry:planksFireproof:23, Citrus Wood Planks (Fireproof)
Forestry:planksFireproof:24, Giant Sequoia Wood Planks (Fireproof)
Forestry:planksFireproof:25, Ipe Wood Planks (Fireproof)
Forestry:planksFireproof:26, Padauk Wood Planks (Fireproof)
Forestry:planksFireproof:27, Cocobolo Wood Planks (Fireproof)
Forestry:planksFireproof:28, Zebrawood Wood Planks (Fireproof)
Forestry:slabsFireproof:0, Larch Wood Slab (Fireproof)
Forestry:slabsFireproof:1, Teak Wood Slab (Fireproof)
Forestry:slabsFireproof:2, Desert Acacia Wood Slab (Fireproof)
Forestry:slabsFireproof:3, Lime Wood Slab (Fireproof)
Forestry:slabsFireproof:4, Chestnut Wood Slab (Fireproof)
Forestry:slabsFireproof:5, Wenge Wood Slab (Fireproof)
Forestry:slabsFireproof:6, Baobab Wood Slab (Fireproof)
Forestry:slabsFireproof:7, Sequoia Wood Slab (Fireproof)
Forestry:slabsFireproof:8, Kapok Wood Slab (Fireproof)
Forestry:slabsFireproof:9, Ebony Wood Slab (Fireproof)
Forestry:slabsFireproof:10, Mahogany Wood Slab (Fireproof)
Forestry:slabsFireproof:11, Balsa Wood Slab (Fireproof)
Forestry:slabsFireproof:12, Willow Wood Slab (Fireproof)
Forestry:slabsFireproof:13, Walnut Wood Slab (Fireproof)
Forestry:slabsFireproof:14, Greenheart Wood Slab (Fireproof)
Forestry:slabsFireproof:15, Cherry Wood Slab (Fireproof)
Forestry:slabsFireproof:16, Mahoe Wood Slab (Fireproof)
Forestry:slabsFireproof:17, Poplar Wood Slab (Fireproof)
Forestry:slabsFireproof:18, Palm Wood Slab (Fireproof)
Forestry:slabsFireproof:19, Papaya Wood Slab (Fireproof)
Forestry:slabsFireproof:20, Pine Wood Slab (Fireproof)
Forestry:slabsFireproof:21, Plum Wood Slab (Fireproof)
Forestry:slabsFireproof:22, Maple Wood Slab (Fireproof)
Forestry:slabsFireproof:23, Citrus Wood Slab (Fireproof)
Forestry:slabsFireproof:24, Giant Sequoia Wood Slab (Fireproof)
Forestry:slabsFireproof:25, Ipe Wood Slab (Fireproof)
Forestry:slabsFireproof:26, Padauk Wood Slab (Fireproof)
Forestry:slabsFireproof:27, Cocobolo Wood Slab (Fireproof)
Forestry:slabsFireproof:28, Zebrawood Wood Slab (Fireproof)
Forestry:fencesFireproof:0, Larch Fence (Fireproof)
Forestry:fencesFireproof:1, Teak Fence (Fireproof)
Forestry:fencesFireproof:2, Desert Acacia Fence (Fireproof)
Forestry:fencesFireproof:3, Lime Fence (Fireproof)
Forestry:fencesFireproof:4, Chestnut Fence (Fireproof)
Forestry:fencesFireproof:5, Wenge Fence (Fireproof)
Forestry:fencesFireproof:6, Baobab Fence (Fireproof)
Forestry:fencesFireproof:7, Sequoia Fence (Fireproof)
Forestry:fencesFireproof:8, Kapok Fence (Fireproof)
Forestry:fencesFireproof:9, Ebony Fence (Fireproof)
Forestry:fencesFireproof:10, Mahogany Fence (Fireproof)
Forestry:fencesFireproof:11, Balsa Fence (Fireproof)
Forestry:fencesFireproof:12, Willow Fence (Fireproof)
Forestry:fencesFireproof:13, Walnut Fence (Fireproof)
Forestry:fencesFireproof:14, Greenheart Fence (Fireproof)
Forestry:fencesFireproof:15, Cherry Fence (Fireproof)
Forestry:fencesFireproof:16, Mahoe Fence (Fireproof)
Forestry:fencesFireproof:17, Poplar Fence (Fireproof)
Forestry:fencesFireproof:18, Palm Fence (Fireproof)
Forestry:fencesFireproof:19, Papaya Fence (Fireproof)
Forestry:fencesFireproof:20, Pine Fence (Fireproof)
Forestry:fencesFireproof:21, Plum Fence (Fireproof)
Forestry:fencesFireproof:22, Maple Fence (Fireproof)
Forestry:fencesFireproof:23, Citrus Fence (Fireproof)
Forestry:fencesFireproof:24, Giant Sequoia Fence (Fireproof)
Forestry:fencesFireproof:25, Ipe Fence (Fireproof)
Forestry:fencesFireproof:26, Padauk Fence (Fireproof)
Forestry:fencesFireproof:27, Cocobolo Fence (Fireproof)
Forestry:fencesFireproof:28, Zebrawood Fence (Fireproof)
Forestry:stairsFireproof:0, Larch Stairs (Fireproof)
Forestry:stairsFireproof:1, Teak Stairs (Fireproof)
Forestry:stairsFireproof:2, Desert Acacia Stairs (Fireproof)
Forestry:stairsFireproof:3, Lime Stairs (Fireproof)
Forestry:stairsFireproof:4, Chestnut Stairs (Fireproof)
Forestry:stairsFireproof:5, Wenge Stairs (Fireproof)
Forestry:stairsFireproof:6, Baobab Stairs (Fireproof)
Forestry:stairsFireproof:7, Sequoia Stairs (Fireproof)
Forestry:stairsFireproof:8, Kapok Stairs (Fireproof)
Forestry:stairsFireproof:9, Ebony Stairs (Fireproof)
Forestry:stairsFireproof:10, Mahogany Stairs (Fireproof)
Forestry:stairsFireproof:11, Balsa Stairs (Fireproof)
Forestry:stairsFireproof:12, Willow Stairs (Fireproof)
Forestry:stairsFireproof:13, Walnut Stairs (Fireproof)
Forestry:stairsFireproof:14, Greenheart Stairs (Fireproof)
Forestry:stairsFireproof:15, Cherry Stairs (Fireproof)
Forestry:stairsFireproof:16, Mahoe Stairs (Fireproof)
Forestry:stairsFireproof:17, Poplar Stairs (Fireproof)
Forestry:stairsFireproof:18, Palm Stairs (Fireproof)
Forestry:stairsFireproof:19, Papaya Stairs (Fireproof)
Forestry:stairsFireproof:20, Pine Stairs (Fireproof)
Forestry:stairsFireproof:21, Plum Stairs (Fireproof)
Forestry:stairsFireproof:22, Maple Stairs (Fireproof)
Forestry:stairsFireproof:23, Citrus Stairs (Fireproof)
Forestry:stairsFireproof:24, Giant Sequoia Stairs (Fireproof)
Forestry:stairsFireproof:25, Ipe Stairs (Fireproof)
Forestry:stairsFireproof:26, Padauk Stairs (Fireproof)
Forestry:stairsFireproof:27, Cocobolo Stairs (Fireproof)
Forestry:stairsFireproof:28, Zebrawood Stairs (Fireproof)
Forestry:saplingGE:0, Sapling
Forestry:pods:0, Pod
Forestry:arboriculture:0, Arborist's Chest
Forestry:engine:0, Electrical Engine
Forestry:engine:1, Peat-fired Engine
Forestry:engine:2, Biogas Engine
Forestry:engine:3, Bio Generator
Forestry:engine:4, Clockwork Engine
Forestry:factory:0, Bottler
Forestry:factory:1, Carpenter
Forestry:factory:2, Centrifuge
Forestry:factory:3, Fermenter
Forestry:factory:4, Moistener
Forestry:factory:5, Squeezer
Forestry:factory:6, Still
Forestry:factory:7, Rainmaker
Forestry:factory2:0, Thermionic Fabricator
Forestry:factory2:1, Raintank
Forestry:factory2:2, Worktable
Forestry:mushroom:0, Mushroom
Forestry:mushroom:1, Mushroom
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:0, Farm Block
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:2, Farm Gearbox
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:3, Farm Hatch
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:4, Farm Valve
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:ffarm:5, Farm Control
Forestry:lepidopterology:0, Lepidopterist's Chest
Forestry:mail:0, Mailbox
Forestry:mail:1, Trade Station
Forestry:mail:2, Stamp Collector
hbm:tile.event_tester, tile.event_tester.name
hbm:tile.obj_tester, tile.obj_tester.name
hbm:tile.test_core, tile.test_core.name
hbm:tile.test_charge, tile.test_charge.name
hbm:tile.structure_anchor, tile.structure_anchor.name
hbm:tile.ore_uranium, Uranium Ore
hbm:tile.ore_uranium_scorched, Scorched Uranium Ore
hbm:tile.ore_thorium, Thorium Ore
hbm:tile.ore_titanium, Titanium Ore
hbm:tile.ore_sulfur, Sulfur Ore
hbm:tile.ore_niter, Niter Ore
hbm:tile.ore_copper, Copper Ore
hbm:tile.ore_tungsten, Tungsten Ore
hbm:tile.ore_aluminium, Aluminium Ore
hbm:tile.ore_fluorite, Fluorite Ore
hbm:tile.ore_beryllium, Beryllium Ore
hbm:tile.ore_lead, Lead Ore
hbm:tile.ore_oil, Oil Deposit
hbm:tile.ore_oil_empty, Empty Oil Deposit
hbm:tile.ore_oil_sand, Tar Sand
hbm:tile.ore_lignite, Lignite Ore
hbm:tile.ore_asbestos, Asbestos Ore
hbm:tile.ore_schrabidium, Schrabidium Ore
hbm:tile.ore_australium, Australian Ore
hbm:tile.ore_rare, Rare Earth Ore
hbm:tile.ore_cobalt, Cobalt Ore
hbm:tile.ore_cinnebar, Cinnabar Ore
hbm:tile.ore_coltan, Coltan Ore
hbm:tile.cluster_iron, Iron Ore Cluster
hbm:tile.cluster_titanium, Titanium Ore Cluster
hbm:tile.cluster_aluminium, Aluminium Ore Cluster
hbm:tile.cluster_copper, Copper Ore Cluster
hbm:tile.ore_bedrock_oil, Bedrock Oil Deposit
hbm:tile.ore_coal_oil, Oily Coal Ore
hbm:tile.ore_coal_oil_burning, Burning Oily Coal Ore
hbm:tile.ore_nether_coal, Burning Nether Coal Ore
hbm:tile.ore_nether_smoldering, Smoldering Netherrack
hbm:tile.ore_nether_uranium, Nether Uranium Ore
hbm:tile.ore_nether_uranium_scorched, Scorched Nether Uranium Ore
hbm:tile.ore_nether_plutonium, Nether Plutonium Ore
hbm:tile.ore_nether_tungsten, Nether Tungsten Ore
hbm:tile.ore_nether_sulfur, Nether Sulfur Ore
hbm:tile.ore_nether_fire, Nether Phosphorus Ore
hbm:tile.ore_nether_cobalt, Nether Cobalt Ore
hbm:tile.ore_nether_schrabidium, Nether Schrabidium Ore
hbm:tile.ore_meteor:0, Meteor Iron Ore
hbm:tile.ore_meteor:1, Meteor Copper Ore
hbm:tile.ore_meteor:2, Meteor Aluminium Ore
hbm:tile.ore_meteor:3, Meteor Rare Earth Ore
hbm:tile.ore_meteor:4, Meteor Cobalt Ore
hbm:tile.ore_gneiss_iron, Schist Iron Ore
hbm:tile.ore_gneiss_gold, Schist Gold Ore
hbm:tile.ore_gneiss_uranium, Schist Uranium Ore
hbm:tile.ore_gneiss_uranium_scorched, Scorched Schist Uranium Ore
hbm:tile.ore_gneiss_copper, Schist Copper Ore
hbm:tile.ore_gneiss_asbestos, Schist Asbestos Ore
hbm:tile.ore_gneiss_lithium, Schist Lithium Ore
hbm:tile.ore_gneiss_schrabidium, Schist Schrabidium Ore
hbm:tile.ore_gneiss_rare, Schist Rare Earth Ore
hbm:tile.ore_gneiss_gas, Gas Shale
hbm:tile.ore_depth_cinnebar, Depth Cinnabar Ore
hbm:tile.ore_depth_zirconium, Depth Zirconium Ore
hbm:tile.ore_depth_borax, Depth Borax Ore
hbm:tile.cluster_depth_iron, Depth Iron Ore Cluster
hbm:tile.cluster_depth_titanium, Depth Titanium Ore Cluster
hbm:tile.cluster_depth_tungsten, Depth Tungsten Ore Cluster
hbm:tile.ore_alexandrite, Alexandrite Ore
hbm:tile.ore_depth_nether_neodymium, Nether Depth Neodymium Ore
hbm:tile.ore_basalt:0, Sulfur-Rich Basalt
hbm:tile.ore_basalt:1, Fluorite-Rich Basalt
hbm:tile.ore_basalt:2, Asbestos-Rich Basalt
hbm:tile.ore_basalt:3, Gem-Rich Basalt
hbm:tile.ore_basalt:4, Molysite-Rich Basalt
hbm:tile.ore_tikite, Trixite
hbm:tile.ore_bedrock, Bedrock Ore
hbm:tile.ore_volcano, Geothermal Vent
hbm:tile.stone_keyhole, Strange Stone
hbm:tile.stone_keyhole_meta, Strange Red Room Brick
hbm:tile.stone_resource:0, Sulfurous Stone
hbm:tile.stone_resource:1, Chrysotile
hbm:tile.stone_resource:2, Hematite
hbm:tile.stone_resource:3, Malachite
hbm:tile.stone_resource:4, Limestone
hbm:tile.stone_resource:5, Bauxite
hbm:tile.stalagmite:0, Sulfurous Stalagmite
hbm:tile.stalagmite:1, Asbestos Stalagmite
hbm:tile.stalactite:0, Sulfurous Stalactite
hbm:tile.stalactite:1, Asbestos Stalactite
hbm:tile.stone_biome:0, tile.stone_biome.desert.name
hbm:tile.stone_biome:1, tile.stone_biome.woodland.name
hbm:tile.stone_porous, Porous Stone
hbm:tile.stone_gneiss, Graphitic Schist
hbm:tile.gneiss_brick, Schist Brick
hbm:tile.gneiss_tile, Schist Tile
hbm:tile.gneiss_chiseled, Chiseled Schist
hbm:tile.stone_depth, Depth Rock
hbm:tile.depth_brick, Depth Bricks
hbm:tile.depth_tiles, Depth Tiles
hbm:tile.stone_depth_nether, Nether Depth Rock
hbm:tile.depth_nether_brick, Nether Depth Bricks
hbm:tile.depth_nether_tiles, Nether Depth Tiles
hbm:tile.depth_dnt, DNT-Reinforced Depth Bricks
hbm:tile.basalt, Basalt
hbm:tile.basalt_smooth, Smooth Basalt
hbm:tile.basalt_brick, Basalt Bricks
hbm:tile.basalt_polished, Polished Basalt
hbm:tile.basalt_tiles, Basalt Tiles
hbm:tile.block_uranium, Block of Uranium
hbm:tile.block_u233, Block of Uranium-233
hbm:tile.block_u235, Block of Uranium-235
hbm:tile.block_u238, Block of Uranium-238
hbm:tile.block_uranium_fuel, Block of Uranium Fuel
hbm:tile.block_neptunium, Block of Neptunium
hbm:tile.block_polonium, Block of Polonium-210
hbm:tile.block_mox_fuel, Block of MOX Fuel
hbm:tile.block_plutonium, Block of Plutonium
hbm:tile.block_pu238, Block of Plutonium-238
hbm:tile.block_pu239, Block of Plutonium-239
hbm:tile.block_pu240, Block of Plutonium-240
hbm:tile.block_pu_mix, Block of Reactor Grade Plutonium
hbm:tile.block_plutonium_fuel, Block of Plutonium Fuel
hbm:tile.block_thorium, Block of Thorium-232
hbm:tile.block_thorium_fuel, Block of Thorium Fuel
hbm:tile.block_titanium, Block of Titanium
hbm:tile.block_sulfur, Block of Sulfur
hbm:tile.block_niter, Block of Niter
hbm:tile.block_copper, Block of Copper
hbm:tile.block_red_copper, Block of Red Copper
hbm:tile.block_advanced_alloy, Block of Advanced Alloy
hbm:tile.block_tungsten, Block of Tungsten
hbm:tile.block_aluminium, Block of Aluminium
hbm:tile.block_fluorite, Block of Fluorite
hbm:tile.block_beryllium, Block of Beryllium
hbm:tile.block_cobalt, Block of Cobalt
hbm:tile.block_steel, Block of Steel
hbm:tile.block_tcalloy, Block of Technetium Steel
hbm:tile.block_cdalloy, Block of Cadmium Steel
hbm:tile.block_lead, Block of Lead
hbm:tile.block_bismuth, Block of Bismuth
hbm:tile.block_cadmium, Block of Cadmium
hbm:tile.block_coltan, Block of Coltan
hbm:tile.block_tantalium, Block of Tantalium
hbm:tile.block_niobium, Block of Niobium
hbm:tile.block_lithium, Block of Lithium
hbm:tile.block_zirconium, Block of Zirconium
hbm:tile.block_white_phosphorus, Block of White Phosphorus
hbm:tile.block_red_phosphorus, Block of Red Phosphorus
hbm:tile.block_yellowcake, Block of Yellowcake
hbm:tile.block_scrap, Block of Scrap
hbm:tile.block_electrical_scrap, Block of Electrical Scrap
hbm:tile.block_fallout, Block of Fallout
hbm:tile.block_foam, Foam
hbm:tile.block_graphite, Block of Graphite
hbm:tile.block_coke:0, Block of Coal Coke
hbm:tile.block_coke:1, Block of Lignite Coke
hbm:tile.block_coke:2, Block of Petroleum Coke
hbm:tile.block_graphite_drilled, Drilled Graphite
hbm:tile.block_graphite_fuel, Pile Fuel
hbm:tile.block_graphite_rod, Pile Control Rod
hbm:tile.block_graphite_plutonium, Pile Fuel (Bred)
hbm:tile.block_graphite_source, Pile Neutron Source
hbm:tile.block_graphite_lithium, Pile Lithium Fuel
hbm:tile.block_graphite_tritium, Pile Lithium Fuel (Bred)
hbm:tile.block_graphite_detector, Pile Neutron Detector
hbm:tile.block_boron, Block of Boron
hbm:tile.block_insulator, Roll of Insulation
hbm:tile.block_fiberglass, Roll of Fiberglass
hbm:tile.block_asbestos, Block of Asbestos
hbm:tile.block_trinitite, Block of Trinitite
hbm:tile.block_waste, Block of Nuclear Waste
hbm:tile.block_waste_painted, Painted Block of Nuclear Waste
hbm:tile.block_waste_vitrified, Vitrified Block of Nuclear Waste
hbm:tile.ancient_scrap, Ancient Scrap Metal
hbm:tile.block_corium, Corium
hbm:tile.block_corium_cobble, Corebblestone
hbm:tile.block_schraranium, Block of Schraranium
